UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9579,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0
9580,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0
9581,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M24440,M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0
9582,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0
9583,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24442,M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0
9584,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L56763,L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0
9585,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56764,L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0
9586,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0
9587,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56766,L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0
9588,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24447,M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0
9589,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0
9590,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0
9591,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24450,M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0
9592,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56771,L,299.2,310.4,1570,37.3,37,0,0,0,0,0,0
9593,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L56772,L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0
9594,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56773,L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0
9595,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56774,L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0
9596,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H39009,H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0
9597,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56776,L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0
9598,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56777,L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0
9599,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56778,L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0
9600,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56779,L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0
9601,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0
9602,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L56781,L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0
9603,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L56782,L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0
9604,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0
9605,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0
9606,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24465,M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0
9607,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56786,L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0
9608,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56787,L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0
9609,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24468,M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0
9610,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L56789,L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0
9611,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56790,L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0
9612,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56791,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0
9613,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24472,M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0
9614,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56793,L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0
9615,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24474,M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0
9616,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24475,M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0
9617,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56796,L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0
9618,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0
9619,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0
9620,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0
9621,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0
9622,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24481,M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0
9623,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0
9624,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56803,L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0
9625,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0
9626,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24485,M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0
9627,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24486,M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0
9628,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0
9629,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H39042,H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0
9630,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0
9631,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56810,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0
9632,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56811,L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0
9633,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0
9634,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H39047,H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0
9635,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0
9636,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56815,L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0
9637,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56816,L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0
9638,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56817,L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0
9639,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H39052,H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0
9640,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56819,L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0
9641,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0
9642,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56821,L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0
9643,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0
9644,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L56823,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0
9645,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0
9646,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L56825,L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0
9647,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0
9648,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0
9649,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0
9650,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H39063,H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0
9651,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0
9652,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0
9653,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24512,M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0
9654,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56833,L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0
9655,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0
9656,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H39069,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0
9657,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0
9658,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56837,L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0
9659,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56838,L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0
9660,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L56839,L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0
9661,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0
9662,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0
9663,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0
9664,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0
9665,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0
9666,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56845,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0
9667,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24526,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0
9668,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0
9669,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L56848,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0
9670,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0
9671,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0
9672,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0
9673,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H39086,H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0
9674,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24533,M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0
9675,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0
9676,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0
9677,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0
9678,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56857,L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0
9679,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0
9680,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0
9681,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0
9682,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0
9683,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56862,L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0
9684,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0
9685,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H39098,H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0
9686,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56865,L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0
9687,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0
9688,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0
9689,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0
9690,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0
9691,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0
9692,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0
9693,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M24552,M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0
9694,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0
9695,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0
9696,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0
9697,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0
9698,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0
9699,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0
9700,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56879,L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0
9701,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24560,M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0
9702,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0
9703,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56882,L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0
9704,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0
9705,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L56884,L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0
9706,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0
9707,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0
9708,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0
9709,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0
9710,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0
9711,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0
9712,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0
9713,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0
9714,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56893,L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0
9715,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0
9716,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56895,L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0
9717,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0
9718,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0
9719,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0
9720,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0
9721,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0
9722,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0
9723,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H39136,H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0
9724,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0
9725,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24584,M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0
9726,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0
9727,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56906,L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0
9728,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0
9729,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0
9730,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0
9731,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56910,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0
9732,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56911,L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0
9733,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56912,L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0
9734,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0
9735,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0
9736,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56915,L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0
9737,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0
9738,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L56917,L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0
